English Phrase,Meanings,Acts,Hindi Translation
"interest, vested",,"s. 19, T.P. Act",हैबियस कार्पस
interest vests in the assessee,,"s. 2(8)(1)(v), Wealth-tax Act",हि afa ak dai हि त होता है
interested,having interest,"s. 189, I.P.C.",हि तबदूध
"interests of the general public, best serve the",,"s. 31(2), Copyright Act",हैबियस कार्पस
interfere,to enter into or take part in the concerns of others; to intervene; to intermeddle,,वि घ्न डालना > बाधा डालना
interfere with the discretion,,"s. 13(1), prov., Wealth-tax Act",वि वेकाधि कार में बाधा डालना
interfere with the free exercising of the electoral right,,"s. 171C(1)(b), I.P.C.",हैबियस कार्पस
interference,the action or fact of interfering on intermeddling,"s. 108(h), T.P. Act","॥086), T.P. Act] BEAT ; बाधा ; वि घ्न"
interim,in the meantime,,अंतरि म व्यादेश
interest vests in the assessee 223 interim casual vacancies,,"s. 265, Companies Act",हैबियस कार्पस
interim custody,,"s. 148, Navy Act",म अभि रक्षा
interim dividend,,"s. 8(6), Income-tax Act",लाभांश
interim executive council,,"s. 33(1), Delhi Administration Act","अंतरि म कार्यपालि का परि sa; /s. 3/2), Jawaharlal Nehru University Act] HAR म कार्य aR ye; अंतरि म कार्यकारी परि षद्"
interim order,,"art. 226(3), Const.",अंतरि A आदेश
interim period,,,अंतरि म अवधि
interim receiver,,"s. 15(3), Limitation Act",अंतरि AR सीवर
interim report,,"s. 241(1), Companies Act",पोर्ट
interior,,,"आन्तरि क सज्जा, भीतरी सजावट"
interleaved,,"entry 48.20, C.E.T. Act","शाहए 48.20, C_E.T. Act] अंतःपत्रिक"
interlinked both financially and productionwise,,"preamble, Burn Company and Indian Standard Wagon Company (Taking Over of Management) Act",वि त्त और उत्पादन दोनों की इर्षटे से TER जुड़ी हुई
interlineation,the insertion of a word or words between the lines of a writing,"s. 20(1), Registration Act",अंतरालेखन
interlocking,locking or clasping with each other,"s. 28(1)(c), Factories Act",अन् त:पाशी
interlocutory application,an application made in the course of an action; an application made for keeping things in status quo till the rights can be decided or for the purpose of obtaining some interim direction of the court,"s. 9(xx), Presidency Small Cause Courts Act",अंतर्वर्ती आवेदन
intermeddle,to meddle with the affairs or property of another,"s. 2(11), C.P.C.",दखलअंदाजी करना
intermediary,,"art. 16(h), Geneva Conventions Act and art. 31A(2)(b), Const.",मध्यवर्ती
intermediate,1. lying or being in the middle place or degree,,मध्यवर्ती ब्याज
intermediate college,,"s. 2, National Cadet Corps Act",मध्यवर्ती महावि दयालय
intermediate disposition,the act or power of disposing in the intervening period,"s. 16(2)(a), Estate Duty Act",मध्यवर्ती व्ययन
intermediate dividends,dividends for the intervening period,"s. 23, ill. (d), Indian Trusts Act",अंत
intermediate encumbrance,,"s. 60A(2), T.P. Act",मध्यवर्ती वि ल्‍लगंम
intermediate fact,intervening fact,"s. 136, ill. (d), Indian Evidence Act",मध्यांतरि क तथ्य
intermediate interest,,"s. 23, T.P. Act",मध्यवर्ती हि
intermediate landing,,"s. 18(1)(d), Air Corporations Act",बीच में उतरना
intermediate mortgage,,"s. 93, T.P. Act",८6 मध्यवर्ती बंधक
intermediate or precedent interest,,"s. 24, T.P. Act",मध्यवर्ती यापूर्ववर्ती हि त
intermediate payment,,,अंत
intermediate person,,"s. 6, ill. (d), Indian Evidence Act",मध्यवर्ती व्यक्ति
intermediate products,,"s. 2(cb), Factories Act",मध्यवर्ती उत्पाद
"intermitted, pay is not",,,हैबियस कार्पस
intermittent or casual nature,,"s. 1(5)(a), Contract Labour (Regulation and Abolition) Act",आंतरायि क या आकस्मि क प्रकृति
intermittent or intensive,,"s. 71A (a), Indian Railways Act",आंतरायि क या श्रमप्रधान
intermittent periods,,,आंतरायि क कालावधि यां
intermittently,,,आंतरायि
intermix,to mix together,"s. 19(2)(b), Drugs and Cosmetics Act",८४ अंतर्मिश्रि त करना ; अंतर्मिश्रण करना
internal,inward; interior,,अंतर; आंतरायि क; अंतर्देशीय; भीतर का
internal administration,,"s. 27(1), University Grants Commission Act",आंतरि क प्रशासन
"Internal Affairs, Cabinet Committee",,,हैबियस कार्पस
internal audit party,,"sch., item 6(5)(f), Aligarh Muslim University Act",हैबियस कार्पस
internal check,,,आंतरि क जांच
internal combustion engine,,"s. 14(2), Factories Act",अंतदर्हन इंजन
internal control,,,हैबियस कार्पस
internal disturbances,,"art. 371A(i)(b), Const.","दा, 37/A(i)(b), Const.] आंतरि क अशांति"
internal finance,,,हैबियस कार्पस
internal market,,"s. 10(2)(i), Coir Industry Act",अंतर्देशीय बाजार ; देशी बाजार
internal organisation,,,आंतरि क संगठन
internal political situation,,,आंतरि w राजनैति कस्थि ति
internal sale quota,,"s. 3(b), Coffee Act",८॥ अंतर्दैशीय वि क्रय कोटा; देशी वि क्रय कोटा ; आंतरि कवि क्रय कोटा
internal security,,"preamble, Defence and Internal Security of India Act",आंतरि क सुरक्षा
internal trade,,,देश के भीतर का व्यापार; आंतरि क व्यापार; अंतर्देशीय व्यापार
internal traffic,,,आंतरि क दुव्यापार
international,,,अंतरराष्ट्रीय
international agreement,,,अंतरराष्ट्रीय करार
International Air Transport Authority,,"preamble, International Airports Authority Act",अंतरराष्ट्रीय वायु OR वहन प्राधि करण
International Airport Authority of India,,"s. 2(c), International Airports Authority Act",भारत अंतरराष्ट्रीय inde aOR करण
international bank,,,हैबियस कार्पस
International Bank for Reconstruction and Development,,,हैबियस कार्पस
international carriage by air,,"s. 2(ii), heading, Carriage by Air Act",८४ अंतरराष्ट्रीय वि मानवहन
International Committee of the Red Cross,,"art. 9, Geneva Conventions Act",अंतरराष्ट्रीय रेडक्रास समि ति
international conference,,"s. 8(3)(b), Rubber Act and art. 253, Const.",अंतरराष्ट्रीय सम्मेलन
International Congress of Orientalists,,,वि ear वि शारदों की अंतरराष्ट्रीय कांग्रेस
international convention,,"long title, Marking of Heavy Packages Act",अंतरराष्ट्रीय कन्वेंशन ; अंतरराष्ट्रीय अभि समय
International Convention on Copyrights,,,प्रति लि प्यधि कार पर अंतरराष्ट्रीय अभि समय
International Development Association,,"title, International Development Association (Status, Immunities and Privileges) Act",८0 अंतरराष्ट्रीय वि कास संगम
International Finance Corporations,,"title, International Finance Corporation (Status, Immunities and Privileges) Act",अतंरराष्ट्रीय वि त्तनि गम
international form of Indian numerals,,"s. 74(1), Trade and Merchandise Marks Act",भारतीय अंकों का अंतरराष्ट्रीय रूप
International Labour Organisation,,,अंतरराष्ट्रीय श्रम संगठन
international law,the body of rules regulating the relations of nations interse and resolving the conflict between laws of different nations when applicable to particular matters or transactions,"s. 13(c), C.P.C. and art. 51, Const.",७.८7 अंतर्राष्ट्रीय वि धि का अशुद्ध बोध
International Mathematical Union,,,अंतरराष्ट्रीय गणि त संघ
International Monetary Fund,,"s. 33(6), Reserve Bank of India Act",८6 अंतरराष्ट्रीय मुद्रा नि
international organisation,,"s. 29, Copyright Act",अंतरराष्ट्रीय संगठन
international peace and security,,"s. 11(2)(q), Customs Act and art. 51,Const.",८०४४./ अंतरराष्ट्रीय शांति और सुरक्षा
International Scientific Union,,,अंतरराष्ट्रीय वैज्ञानि क संघ
international understanding,,"1st sch., Jawaharal Nehru University Act",८0 अंतरराष्ट्रीय सदूुभावना
internee,"an interned person, a man, who has been restricted or confined within prescribed limits as enemy, alien or combat troop who takes refugee in a neutral country","s. 4(1), margin, Foreigners Act",नजरबन् द
"interplead, to",,"Or. 35, r. 5, C.P.C.",हैबियस कार्पस
interpleader,"a proceeding devised to enable a person, if the same debt, duty or thing is claimed adversely by two or more parties, to compel them to litigate the right or title between themselves and thereby to relieve himself from the suits which they might otherwise bring against him",,अंतराभि वाची (इंटरप्लीडर
interpleader suit,,"s. 88, C.P.C.",अंतराभि वाची वाद (इंटरप्लीडर वाद
interpolation,insertion of words in a complete document; the words interpolated,,७००5 interpolated WaT; WATATRT; अंतर्वेशन
interpose,"to place between, in space or time, often with implication of obstruction or delay","s. 149, Cr. P.C.",अंतःक्षेप करना
interpret,to explain to translate into inteligible language,"s. 19, Coroners Act",अनुवाद करना; भाषांतर करना; नि वचन करना
interpret truthfully,to translate correctly,,ठीक-ठीक भाषांतर करना
interpretation,1. process of ascertaining the meaning of a given text,"s. 3, Indian Evidence Act and art. 145(3), Const.",सामंजस्यपूर्ण निर्वचन
) interpretation clause,a section in an Act defining the meanings of different words occurring in that statute,,हैबियस कार्पस
interpretative rules,,"Ist sch., s. XV, note 5, Customs Tariff Act",नि वैचनात्मकम नि यम
interpreter,"1. one who translates orally the words of persons speaking different languages in their presence; a person sworn by a court to interpret the testimony of a witness, when given in a language other than that commonly used by the court","s. 543, Cr.P.C.",दुभाषि या; 2. 8 translator अनुवादक
interrogate,,,प्रश्न करना
interrelationship,,"s. 2(a), Environment (Protection) Act",अंतरसंबंध
interrogatories,"written questions addressed on behalf of one party to a suit before the trial thereof to the party, who is bound to answer them in writing upon oath","s. 30(a), C.P.C.",परि प्रश्न
"interrogatories, administer to any party",,"s. 13(e), Arbitration Act",हैबियस कार्पस
"interrogatories, deliver",,"Or. 11, r. 1, C.P.C.",हैबियस कार्पस
interrogatories in writing,,"s. 136, Navy Act",लिखित परि प्रश्न
interrupted by sickness,,"s. 2(c), Payment of Gratuity Act","बीमारी से वि चछि न हुई interrupted service ३ /s. 2(c), Payment of Gratuity Act] वि ce न्‍न सेवा"
interrupted service,,"s. 2(c), Payment of Gratuity Act",हैबियस कार्पस
interruption,advance obstruction,"s. 345 (3), Cr. P.C.","वि tat; /s. 6, Indian Easements Act] अवरोध"
interruption in service,,,सेवा में व्यवधान ; सेवा क्रमभंग
interruption of duty,,,ड्यूटी में व्यवधान
interrupts his course of study,,,अपने अध् ययन पाठ्यक्रम को अवरुद्ध करता है
international bank 224 intestacy interval,a space of time between the recurrence of similar conditions or states; a space between things,"s. 424(1)(n), C.P.C.",अंतराल
interval for rest,,"s. 30(2), Mines Act",वि श्राम अंतराल
interval of time,,"s. 85, Indian Railways Act",समय का अंतराल
intervene,,"art. 174, Const.",अंतर होना
intervening area,,"s. 3(1)(b), Indian Electricity Act",हैबियस कार्पस
intervening territory,,"s. 10(2), Arms Act",मध्यवर्ती राजयक्षेत्र
intervening transferee,,"s. 65, Indian Trusts Act",मध्यवर्ती अंतरि ती
intervention,"the action of intervening; stepping in, or interfering in any affair, so as to affect its course or issue","s. 69(1), T.P. Act",मध्यक्षेप
interview,question or converse with especially in order to obtain information or ascertain personal qualities,"s. 29(2)(a), Aligarh Muslim University Act",साक्षात्कार
interview or communication with others,,"s. 5(a), Conservation of Foreign Exchange and Prevention of Smuggling Activities Act",८0 दूसरों के साथ मुलाकात या संपर्क
intervivos,from one living person to another,"s. 13, Hindu Adoptions and Maintenance Act",जीवाभ्यंतर ; जीवि a व्यक्ति यों के बीच
intestacy of the deceased,,"s. 45, Estate Duty Act",मृतक की नि वैसीयतता
intestate,without leaving a will,"Or. 8, r. 6(3), ill. (b), C.P.C.","८०.८. नि वैसीयती ; (5. 3(7)(9), Hindu Succession Act] fa वैसीयत"
intestate has died intestate,,"s. 53, Indian Succession Act",नि वैसीयती की वसीयत कि एबि ना मृत्यु हो गई है
intimate,1. to make known; formally to notify,"s. 43, Sale of Goods Act",त करना; TAI करना; सूचना देना; 2. close in acquaitance or association; very familiar घनि
intimate acquaintance,,,घनि souk चय
intimation,a formal notification,"1st sch., app. E, No. 22, C.P.C.",सूचना
intimation of loss,,"s. 157, Income-tax Act",हैबियस कार्पस
intimidation,"the act of intimidating, or inspiring with fear and thereby compelling to action or inaction; the state of being so intimidated",,अभि त्रास
"intimidation, criminal",,"s. 503, I.P.C.",हैबियस कार्पस
intoxicating,producing or fitted to produce intoxication,,नशा करने वाली ; मादक
intoxicating drink,,"art. 47, Const.",मादक पेय
intoxication,the state of being intoxicated,"s. 85, I.P.C.",नशे की हालत में
"intoxication, state of",the quality or state of being drunk,"sch. 2, form 32(7), Cr. P.C.",हैबियस कार्पस
intricacy,,,जटि लता
introduce,1. to present formally; to bring a bill or measure before the legislature,,पुर:स् थापना करना;
introduce a fact in issue,,,हैबियस कार्पस
introduce as a partner,,,हैबियस कार्पस
introduce or move,,"art. 117(1), Const.",पुर
introduction,1. the act or process of introducing i.e. bringing into,,प्रवेश; 2.
introduction into India,,"long title, Destructive Insects and Pests Act",प्रवेश
introductory,that which serves to introduce; something prefatory; preliminary,,पुर
intrude,to enter uninvited; an act of encroachment,"s. 509, I.P.C.",अति क्रमण करना
intrude upon the privacy,"to thrust or force in, into, on or upon, the privacy of someone especially without permission, welcome or fitness",,एकांतता का अति HAUT करना
inundation,an overflow of water; flood,,बाढ़ ; जल-प् लावन
"inundation, to prevent",,"s. 37, ill.(b), T.P. Act",हैबियस कार्पस
invade,,"s. 18, ill. (b), Indian Easements Act","अति क्रमण होना; (5. 38(3), Specific Relief Act] आक्रमण करना"
invalid,of no force; without legal force; void,"art. 255, Const.",अवि धि मान्य; अशक्त
invalid carriage,,"s. 2(1), Motor Vehicles Act",अशकक्‍्त यात्री गाड़ी ; अशक्‍्त लोगों को ले जाने वाली गाड़ी
invalid or inoperative,,"s. 113, prov., C.P.C.",अवि धि मान्य या अप्रवर्तनशील
invalid pension,,,पेंशन
invalidate,to render invalid,"art. 71(2), Const.","अवि धि मान्य करना ; अवि धि मान्य बना देना ; to render of no force or effect, especially to deprive of legal efficacy वि"
invalidation,the action of rendering invalid,,अवि धि मान्य कि याजाना; अवि धि मान्य करना ; अविधि मान्य बना देना
invalidity,the lack of binding legal force,"s. 30, T.P. Act",अवि धि मान्यता
invariably,,,सदैव
invasion,,"s. 38(3)(b), Specific Relief Act",आक्रमण
invented words,,"s. 19(1)(c), Trade and Merchandise Marks Act",आवि ष्कृत शब्द
invention,"a contrivance or production of a new method of an art, kind of instrument etc., previously unknown",,उद्भावन ; आवि ष्कार
intestacy of the deceased 225 investiture Invention Promotion Board,,,हैबियस कार्पस
inventory,"an itemised written list of all the chattels in a particular place or belonging to a particular estate, such as the estate of an intestate or a bankrupt","Or. 21, r. 12, C.P.C.",तालि का; सूची
inventory of the property,,"Or. 21, r. 12, C.P.C.",संपत्ति तालि का
invest,"to establish in the possession of any office, position, property etc.; to endow with power, authority of privilege; to employ money in the purchase of anything from which interest or profit is expected","s. 405, ill. (c), I.P.C.","०, LP.C] fa fa f€ a करना ; वि नि धान करना"
investigate,to inquire into (generally used for inquiry by police),"s. 157, Indian Evidence Act and art. 61(4), Const.",अन् वेषण करना
investigate the charge,,"art. 61(3), Const.",आरोप का अन् वेषण करना
investigating officer,the officer who makes the investigation,,अन्वेषक आफि सर; अन्वेषक अधि कारी
investigation,all the proceedings under the Criminal Procedure Code for the collection of evidence conducted by a police officer or by any other person (other than a magistrate) who is authorised by a magistrate in this behalf,"s. 2(h), Cr. P.C. and art. 142(2), Const.",अन् वेषण
investigation and vigilance division,,,अन् वेषण और सतकर् ता प्रभाग
"investigation, court of",,"s. 33, Inland Vessels Act",अन् वेषण न् यायालय
Investigation Inspector,,,अन्वेषण नि रीक्षक
"investigation, legal proceedings or remedy",,"s. 6(e), General Clauses Act",हैबियस कार्पस
investigation of the claim or objection,,"Or. 21, r. 58(2), C.P.C.",दावे या आक्षैप का अन्वेषण
"Investigation Officer, Disease (Poultry)",,,हैबियस कार्पस
"investigation, preliminary",,"s. 196(3), Cr. P.C.",हैबियस कार्पस
investigation preliminary to a proceeding,,"s. 193, expln. 2, I.P.C.",कार्यवही प्रारंभ होने के पूर्व अन्वेषण
investigative journalism,,,खोजी पत्रकारिता
Investigator,,,अन् वेषक
investing company,,"s. 372(4), prov., Companies Act","वि नि धाता कंपनी Inwestitnent (5. 388, heading, Indian Succession Act] प्रदान"
investiture,,"s. 388, heading, Indian Succession Act",प्रदान
Investment,an expenditure of money for income or profit; capital outlay; the sum invested,,वि नि धान
investment committee,,"s. 19(2), Life Insurance Corporation Act",विनि धानसमि ति
investment company,,"s. 17(4)(iv), Estate Duty Act",वि नि धान कंपनी
investment depreciation reserve,money reserved to protect a concern against the fall in vlaue of the investment,,वि नि धान अवक्षयण आरक्षि ति
investment policy,,,वि नि धान नीति
investment trust,,"s. 4(3), Industrial Finance Corporation Act",नि धान न्यास
investor,,"s. 43(5)(b), Income-tax Act",वि नि धानकर्ता
invigilation,,,अधीक्षण
invigilator,,"s. 29(1)(g), Aligarh Muslim University Act",अधीक्षक
inviolable,,"art. 52, Asian Development Bank Act",अनति क्रमणीय
invitation of tenders,,,नि वि दा आमंत्रण
invitation to the public to subscribe,,"s. 161(2)(b), Companies Act",श्रुति देने के लि ए लोक साधारण के लि ए आमंत्रण
invite,to courteously ask (a person) to come to,,आमंत्रि त करना; आमंत्रण करना ; आमंत्रण देना
invitee under contract,"when a person has a contractual right to enter another’s premises, the terms of the contract will determine the extent of the duty towards him. The terms may indeed exclude any duty or liability of the occupier, but it is for him to show that they were brought to the knowledge of the persons concerned",,संवि दा के अधीन आमंत्रि त
inviting competition,,"s. 15(d), Indian Trusts Act",प्रति योगि ता कराना ; प्रति योगि ता के लि ए आमंत्रि त करना (आमंत्रण देना
inviting deposits from the public,,,जनता से fa aa आमंत्रि a करना
invoice,"a list of the particular items of goods shipped or sent to a factor, consignee or purchaser with their value or price and charges","s. 76(1)(c), Trade and Merchandise Marks Act and s. 14(c), Companies Act",बीजक
invoice of receipts,,,आवाती बीजक
to pay’,,,देय बीजक
invoke,to resort to,"art. V(1), Foreign Awards (Recognition and Enforcement) Act",अवलंब लेना
involuntary,not done willingly or by choice,"s. 30, Indian Trusts Act",अस्वैच्छे क
involuntary loss,,,अस्वैच्छि क हानि
involve,to include; to contain; to imply,,अंतर्वलि a करना; अंतर्वत्नि तहोना ; अंतर्ग्रस्त करना ; अंतर्ग्रस्त होना
involve a risk to the life,,"s. 3(2)(b)(1), Medical Termination of Pregnancy Act",हैबियस कार्पस
involve the appreciation,,"s. 3(4)(a), Cr. P.C.",अंतर्वल्लि त होना
involved,,"s. 164(3), Navy Act",अंतग्रर्स् त
involves any connection,,,कि सी प्रकार का संबंध अंतर्ग्रस्त है
involves defamation or contempt of court,,"s. 5B, Cinematograph Act",न्यायालय की मानहानि होती है या उसका अवमान होता है
involving a substantial question of law,,"art. 145(3), Const.","दा, /45(03), Const.] जि समें वि धि का कोई सारवान प्रश्न अंतर्ग्रस्त है"
inward,,,आवक
Investment 226 irrevocable transfer inward and outward accounts,,,आवक और जावक लेखे
inward and outward bond vessels,,,आने वाले या जाने वाले यान
inward register,,,आवक रिज स् टर
inward returns,,,आवक वि. वरणि यां
inward settlement account,,,आवक परिनि धारण लेखा
inward traffic,,,आवक यातायात
ipso facto,,"sch. 2, art. 9, Arbitration (Protocol and Convention) Act",८0 स्वयंमेव ही ; तथ्यतः
Iron and Steel Controller,,,लोहा और इस्पात नि यंत्रक
iron and steel industry,,"preamble, Assam Sillimanite Limited (Acquisition and Transfer of Refractory Plant) Act",लोहा और इस् पात उद्योग
iron casting,,"preamble, Alcock Ashdown Company Limited (Acquistion of Undertakings) Act",ढलवा ंलोहा
Iron Ore Mines Cess Commissioner,,,लोह अयस् क खान उपकर आयुक् त
iron scrap,,"s. 14(iv)(a),Central Sales Tax Act",लोहे का स् कै्रप
iron-stone,,"s. 3(1), Land Acquisition (Mines) Act",लौह-पाषाण
ironically,,"s. 499, expln. 4, I.P.C.",८./ व्यंगोक्‍ति के रूप में
irradiated food,,"r. 37C, Prevention of Food Adulteration Rules",किरणित
irreconcilliable,that which cannot be reconciled; incompatible,,अनमेल
irrecoverable,,"s. 155(6), Income-tax Act",अवसूलीय
irrecoverable temporary loans,,,अवसूलीय अस्थायी उधार
irregular,not regular; contrary to rule,,अनि यमि
irregular official document,,"s. 6(1)(c), Official Secrets Act",अनि यमि त शासकीय दस्तावेज
irregular proceedings,,,अनि यमि तकार्यवाहि
irregularity,the quality or state of being irregular,"s. 461, Cr. P.C. and art. 122(1), Const.",अनि यमि तता
"irregularity, incorrectness or incompleteness",,"item 10(2), 1st sch., Carriage by Air Act",हैबियस कार्पस
irregularity of procedure,,"s. 99, C.P.C.",प्रक्रि या की अनि यमि तता
irregularly,not regularly; not in conformity with rule or principle,"s. 69(3), T.P. Act",अनि यमि तरूप से
irrelevant,not relevant,"s. 24, Indian Evidence Act",वि संगत; असंगत
irrelevant matter,,"s. 297(3), Cr. P.C.",वि संगत बात
irresistable,,,रोका न जा सकने वाला; अप्रति रोध्य
irresistible force,force that cannot be controlled or resisted,"s. 108(m), T.P. Act","अप्रति रोध्य बल ; [s. 6(7), Requisitioning and Acquisition of Immovable Property Act] अप्रति रोध्य शक्ति"
irrespective of,without respect or regard to; independent or regardless of,"s. 51, T.P. Act",ना; को वि चार Fore fs ना;कावि चारकि एबि ना
irrespective of the value,considered without repsect or regard to the value,,मूल्य Ht ese में लाए बि ना; मूल्य को वि चार में लाएबि ना; मूल्य कावि चारकि एबि ना
irresponsible,,,गैर िज म् मेदार
irreversible,not alterable,"pt. iv(A), item 12, Chemical Weapons Convention Act",अनुत् क्रमणीय
irrevocable,that cannot be revoked,,अप्रति संहरणीय
irrevocable transfer,"a transfer that cannot be revoked, repealed or anulled","s. 4(5), Wealth-tax Act",अप्रति संहरणीय
irrevocable trust,,"s. 36(1)(v), Income-tax Act",अप्रति संहरणीय न्यास
irrigation,the action of supplying land with water by artificial means,"s. 430, I.P.C.",सिंचन; सिंचाई
irrigation and power,,,सिंचाई और विद्युत
"Irrigation and Power, Central Board of",,,हैबियस कार्पस
"Irrigation, Navigation, Drainage and Flood Control Project",,,हैबियस कार्पस
irrigation works,,,सिंचन संकर्म
irrigation workshop,,,सिंचाई कर्मशाला
irritant gases,"gases which cause irritation, physical or (rarely) mental",,प्रवाहजनक गैस
irruption,the action of bursting or breaking in,"s. 23(1)(b), Mines Act",फूट निकालना
is convicted and sentenced,,,सिद्धदोष और दंडादि ष्ट किया जाता है
is to be solemnised,,,अनुष्ठान किया जाने वाला है
isolated,placed or standing apart or alone; solitary,,एकल; अलग-थलग
isolated document,,"s. 39, Indian Evidence Act",एकल दस् तावेज
isolation,the separation from other things or persons,"s. 22(2), Mines Act",अलग करना
isolation cordens,,"s. 2(g), Special Protection Group Act",पाथर्क् य घेरा
issue,"1. all the copies of a periodical or newspaper printed for a specific day or month, produced and made available at once or on a certain date",,अंक; 2.
issue a certificate of registration,,"s. 11(2), Trade Unions Act",रजिस्ट्रीकरण प्रमाणपत्र देना
issue a precept,,"s. 46(1), C.P.C.",हैबियस कार्पस
issue a warrant under his hand,,"s. 54, Presidency Small Cause Courts Act",हैबियस कार्पस
"irrevocable trust 227 issue, additional",,,हैबियस कार्पस
issue an order,,"s. 145(6), Cr. P.C.",आदेश जारी करना
issue commission,,,कमीशन निकालना
Issue Department,,"s. 10(15)(iii), Income-tax Act",पुरोधरण विभाग ; निर्गम विभाग
issue diary,,,निर्गम डायरी
issue generally,,,साधारण रूप से निकालना
"issue, matters in",,,हैबियस कार्पस
issue note,,,निर्गम टिप्पण
issue of,,"art. 110(1)(f), Const.",का निर्गम
issue of bonds,,"s. 8(1), Indian Stamp Act",बंधपत्रों को निर्ममित करना
issue of cheque,,,चैक काटना
issue of debenture,,,डिबेंचर पुरोधृत किया जाना
issue of ordinary shares,,"s. 280Y(a), Income-tax Act",मामूली शेयरों का पुरोधरण
issue of other short term loans,,"s. 293, expln. 11, Companies Act",अन्य अल्पकालिक उधारों का निर्गमन
issue of passes,,"s. 45(1)(c), Air Corporation Act",पास जारी करना
issue of permit,,"s. 24(2)(k), Emigration Act",अनुज्ञापत्र देना
issue of process,,"s. 202(1), Cr. P.C.",आदेशिका का जारी किया जाना ; आदेशिका जारी करना
issue of shares,,"s. 75(c)(ii), Companies Act",अशों (शेयरों) का निर्गमित किया जाना
issue of stores,,,सामान का निर्गम ; सामान जारी करना
issue order,,,निर्गम आदेश
issue price,,,निर्गम मूल्य
issue rate,,,निर्गम दर
issue register,,,निर्गम रजिस्टर
"issue, remoter",,"s. 17(2)(ii), T.P. Act",हैबियस कार्पस
issue voucher,,,निर्गम वाउचर
issued by the Central Government,,,केंद्रीय सरकार द्वारा जारी किया गया
issued capital,,"s. 4(2), Industrial Development Bank of India Act",पुरोधतृ पंूजी
"issued, certificate",,,हैबियस कार्पस
"issued, licence",,,हैबियस कार्पस
issues agreed upon,,"Or. 14, r. 1, C.P.C.",हैबियस कार्पस
issues are settled,,"s. 22, C.P.C.",विवादयक स्थिर किए जाते हैं
issues have been framed,,,विवादयकों की रचना की गई है
issuing an order,,,आदेश निकालना; आदेश जारी करना; आदेश देना
issuing concern,,,निर्गमन करने वाला समुत्थान
it extends to the whole of India,,,इसका विस्तार संपूर्ण भारत पर है
it follows,,,निष्कर्ष यह है
it follows as under,,,यह नि म्न प्रकार है
it has been solicited,,,यह याचना की गई है
it has been urged,,,यह आग्रह किया गया है
it is judicius,,,यह न् यायसगंत है
it is stipulated,,,यह अनुबंधित है
it may be mentioned,,,यह उल्लेखनीय है ; उल्लेख किया जा सकता है
it may be noted,,,यह दृष् टव् य है ; यह उल् लेखनीय है
it may be noticed,,,यह ध् यातव् य है
it may be recollected,,,यह स्मरणीय है कि; आपको याद होगा कि
it may be ruled,,,यह विनिर्णय दिया जा सकता है
it may be set aside,,,यह अपास्तनीय है
it may be stated,,,यह कहा जा सकता है
it transpires,,,यह पता चलता है/यह प्रकट होता है
it will be remembered,,,यह स्मरणीय है कि
it will be seen,,,यह देखने में आता है कि
it will have a bearing on the facts of this case,,,इसका संबंध इस मामले के तथ्यों से है
it would be noticed,,,यह ध्यान देने योग्य है कि
item,an entry in an account; a clause of a document,,मद
item in suspense,,"s. 21, Bihar and Uttar Pradesh (Alteration of Boundaries) Act",उचंत मद
itemised receipt,,"IIIrd sch., art. 18, Geneva Convention Act",मदवार रसीद
itinerant vendor,"a vendor, who moves from place to place for selling goods",,फेरी लगाकर बेचने वाला itinenarmmoton कार्यक्रम; मार्ग निर्देशिका
its own motion,of own accord,,स् वत: स् फूतर्;
"its own motion 228 its own motion, of",,"Or. 25, r. 1(1), C.P.C.",स् वयं अपनी पे्ररणा से;
Jade stone and amber,,"sch., Indian Railways Act","जेडधारी पत्थर और तृणमणि jJaggery = (5. 20967), Sugar (Regulation of Production) Act] गुड़"
jaggery,,"s. 2(f)(ii), Sugar (Regulation of Production) Act",गुड़
jagir,,"art. 31A(2)(a)(i), Const.",जागीर
jail,a place or building for the confinement of persons committed by process of law,"sch. II, form 15, Cr. P.C.",जेल
jail in which the punishment was undergone,,"s. 298(b), Cr. P.C.",जेल जि समें दंड भोगा गया
Jail Industries Director,,,जेल उदयोग का नि देशक
Jailor,,,जेलर
Jamadar Adjutant,,,जमादार एडजुटेंट
"Jamadar, Plantation",,,रोपण जमादार
Jamadar Quarter-master,,,जमादार क् वाटर्र मास् टर
Janmam,,"art. 31A(2)(a)(i), Const.",जन् मम ्
Jawaharlal Nehru Memorial Fund,,"s. 80G(2)(a)(ii), Const.",जवाहरलाल ASK स्मारक नि धि
jetsam,,"s. 21, Customs Act",क्षिप्त
jettison,"the throwing overboard of goods from necessity to lighten the vessel in a storm, or to prevent capture or for any other cause","s. 2(c), Maritime Insurance Act",माल प्रक्षेपण
jewel,1. an ornament of precious metal often set with stones or finished with enamel work,"s. 511, ill. (a), I.P.C.",आभूषण ; 2.
Jeweller,,"1st sch., ch. 26, note. 1(e), Customs Tariff Act","जौहरी jewellery (5. 2(/4)07), Income-tax Act] आभूषण"
jig,an appliance for guiding a tool,"sch. V, item 8, Income-tax Act",िज ग
Jig and Tool Designer,,,जि गऔर औजार डि जाइनकार
Jig Borer,,,िज ग बेधक
job analyst,,,कार्य विश्लेषक
job card,,,कायर् काडर्
job inspector,,,कार्य नि रीक्षक
job work,,,छुटपुट काम ; फुटकर काम
jobbery,,,कर्म ; स्वार्थाचार
