English Phrase,Meanings,Acts,Hindi Translation
negative agreement,,"s. 42, Specific Relief Act",नकारात् मक करार
negative posting,,,वि भेद प्रवि ष्टियां
neglect,"to disregard; to pay little or no attention to; to fail to perform, render, discharge (a duty) to take (a precaution)","s. 27, ill. (a), T.P. Act",उपेक्षा करना
neglect of duty,,"s. 14, Religious Endowments Act",कर्तव्य उपेक्षा
neglect or misconduct,,"s. 27, Manipur (Hill Areas) District Councils Act",अवचार
neglect to exercise (an animal),(,,पशु को) घुमाने-फि राने की उपेक्षा करना
neglected or delinquent children,,"preamble, Children Act",उपेक्षि तया अपचारी बालक
"negligence, contributory","the act or omission amounting to want of ordinary care on the part of the complaining party which concurring with defendant’s negligence, is proximate cause of injury",,मशीन 
negligent driving,,"sch. 1, app. A, form No. 30, heading. C.P.C.","॥, app. A, form No. 30, heading. C.P.C.] उपेक्षापूर्वक गाड़ी चलाना"
"negligent, habitually",,"s. 14, ill. (n), Indian Evidence Act",मशीन 
negligent pilotage,,"s. 20(2), Ist. Sch., Indian Carriage by Air Act",०८0 उपेक्षापूर्वक वि मान चाल्नन
negligently,in a negligent manner,"s. 3(22), General Clauses Act",८0 उपेक्षा से 
negotiable,"capable of being negotiated, transferable or assignable in the course of business from one person to another","s. 137, T.P. Act",परक्राम् य
negotiable air way bill,"any written securities which may be transferred by indorsement and delivery or by delivery merely, so as to vest in the indorsee the legal title and thus enable him to sue thereon in his own name","item 15(3), 2nd sch., Indian Carriage by Air Act",वि मान मार्गपत्र
negotiable instrument,,"s. 13(1), Negotiable Instruments Act",परक्राम्य लि खत
negotiability,,"s. 7, Indian Securities Act",परक्राम् यता
negotiability of currency,,"long title, Legal Tender (Inscribed Notes) Act",करेंसी की परक्राम्यता
negotiate,1. to transfer for value by delivery or indorsement,"s. 464, expln. 1, ill. (b), I.P.C.",परक्रामण करना 
negotiate managed access,,"s. 7(2)(k), Chemical Weapons Convention Act",पैठ के लिए वार्ता करना
negotiated contract,,,बातचीत से तय की गई संवि दा
negotiated sale,,,बातचीत से तय कि या गया वि क्रय
negotiating,,"s. 88(e), Indian Trusts Act",बातचीत करना 
negotiating skill,,,समझौता कराने की कुशल्रता
negotiating State,,,वार्ताकारी राज्य
negotiaton,a business transaction,,वातार् 
"negotiations, antecedent",,"s. 6(3)(b), Hire-Purchase Act",मशीन 
"negotiations, ante-nuptial",,"s. 40, Indian Divorce Act",मशीन 
neighbourhood,,"s. 21, Indian Forest Act",आसपास 
neighbouring place,,"s. 177(b), I.P.C.",पड़ोस का गावं 
neighbouring State,,"s. 3(8)(b)(iii), General Clauses Act",पडोस़ी राज् य
"nephew, great",a grandson of one’s brother or sister,"s. 28, ill. (ii), Indian Succession Act",गे्रट नेफ्यू
nephrology,,"1st sch., Indian Medical Council Act",विज्ञान
nepotism,,,भाई-भतीजावाद
nerve,,"pt. IV(A), item 6(c)(ii), Chemical Weapons Convention Act",८0 तंत्रिका
nervous shock,"an action lies for nervous shock and bodily illness or disorder supervening on it, though the shock was caused not by the application of physical force to the body of the sufferer but by words or acts calculated to cause emotional disturbances like fear, sorrow or distress to him. Injury to health due to nervous shock is a form of bodily harm for which damages may be claimed. But for the defendant to be liable he must owe a duty to the plaintiff to take care with respect to him negotiaton 277 and the fact that the plaintiff would suffer injury from nervous shock as a result of the defendant’s act must have been reasonably foreseen by him, and the plaintiff must have been within the area of potential",-danger,कीय आघात
net,free from all charges and deductions,,शदु्ध (नेट)
net adjustments,,,शदु्ध समायोजन
net aggregate amount,,"s. 212(3)(c)(ii), Companies Act",शुद्ध संकलि त रकम
net assets,,,शुद्ध आस्ति यां
net consideration,pure consideration,"s. 11(1A)(a)(i), Income- tax Act",प्रति फल
net differences,,,शुद्ध अंतर
net ex-factory sale price in bulk,,"s. 88(5), Patents Act",कारखाना-दवार थोक शुद्ध वि क्रय कीमत
net fixed assets,,,शुद्ध ea र आस्ति
net loss,,,शुद्ध हानि
net owned fund,,"s. 29A, National Housing Bank Act",शुद्ध स्वामित्वाधीन निधि
net proceeds,proceeds free from all charges and deductions,"Or. 34, r. 6, C.P.C. and art. 279(1), Const.",शुद्ध आगम
net profits,,"s. 62, Indian Trusts Act",शुद्ध लाभ
net profits of the company,,"s. 199(1), Companies Act",कंपनी के शदु्ध लाभ
net result,,,अंति A फल 5 अंति मपरि णाम
net revenue account,,,शदु्ध राजस् व लेखा
net sum,a sum free from or not subject to any deduction,,शुद्ध राशि
net total,,,शदु्ध जोड़ 
net total income,,,कुल शुद्ध आय
net value,,"s. 7(2)(a), Wealth-tax Act",शुद्ध मूल् य
net wealth,,"s. 21(5), Wealth-tax Act",शुद्ध धन
net weight,,,शुद्ध भार
net worth,,"s. 3(1)(ga), Sick Industrial Companies (Special Provisions) Act and s. 47(xii) expln., Income-tax Act","व), Sick Industrial Companies (Special Provisions) Act and s. 47(xii) expin., Income-tax Act] शुद्ध मालियत"
netting agreement,,"s. 2(l), Factoring Regulation Act",नैंटिग करार
neuro-surgery,,"1st sch., Indian Medical Council Act",तंत्रिका शल्य विज्ञान
neutral,,"s. 301(1)(e), Companies Act",तटस् थ
neutral material,,,नि ष्प्रभावी पदार्थ
neutral powers,,"1st sch., art. 4, Geneva Conventions Act",तटस्थ शक्तियां
neutral State,,"s. 62(e), Army Act",तटस् थ राज् य
neutralisation of rise in consumer price index,,,उपभोक्ता मूल्य सूचकांक में वृद्धि का नि ष्प्रभावीकरण
nevertheless,in spite of that ; yet,,ऐसा होने पर भी
new arrangement,,"s. 133, ill. (d), Indian Contract Act",नया ठहराव
new contract,,"s. 62, ill. (c), Indian Contract Act",नई संवि दा
new co-operative bank,,"s. 2(kk), Deposit Insurance and Credit Guarantee Corporation Act",नया सहकारी बैंक
new discharge,,"s. 25(8)(b), Water (Prevention and Control of Pollution) Act",नए नि
new ground of claim,,"Or. 6, r. 7, C.P.C.",दावे का नया आधार
new items of expenditure,,,खर्च की नई
new member,,"s. 2(c), Salaries and Allowances of Members of Parliament Act",नया सदस् य
new pension code,,"s. 29A(a), Estate Duty Act",पेंशन संहि ता
new premium cash register,,,नवीन प्रीमि यम रोकड़ रजि
new service,,,नवीन सेवा 
new township,,"s. 2(c), Faridabad Development Corporation Act",नया नगर
new trial,trial afresh,"s. 464(2)(b), Cr. P.C.",नया वि चारण
new trial upon an amended charge,,,संशोधि त आरोप पर नया वि चारण
newly set up,,"s. 3(d), Income-tax Act",नए चलाए गए
news agency,,"s. 2(d), Working Journalists and Other Newspaper Employees (Conditions of Service) and Miscellaneous Provisions Act",समाचार एजेंसी
news editor,,,समाचार संपादक
newspaper,a periodical publication containing intelligence of passing events,"s. 81, Indian Evidence Act",समाचारपत्र
newspaper circulating in the district,,"s. 154(1), Companies Act",समाचारपत्र जि सका चलन जि ले में है
newspaper establishment,,,समाचारपत्रीय स् थापन 
newspaper insurance,,"6th sch., item (16), Income-tax Act",समाचारपत्रि क बीमा
newsprint,,"s. 2(a)(vii), Essential Commodities Act",अखबारी कागज़
news reel,,,समाचार फि
news reporter,,,समाचारदाता
news sheet,,"s. 3(2)(7)(a), Defence and Internal Security of India Act",समाचारपत्रक
next,1. coming directly after another,"s. 48(a), Indian Partnership Act",तत् पश् चात ् 
next below dismissal,,"s. 78, Air Force Act",पदच्युति से ठीक नीचे
next below rule,,,तन्‍ने म्न संबंधी नि यम 5 ठीक नीचे कानि यम
next below dismissal 278 next day afterwards,,,मशीन 
next following,immediately following,"s. 55, T.P. Act",ठीक नीचे लिखे
"next following, date",,"s. 314(2), Companies Act",मशीन 
"next following the financial year, assessment year",,"s. 211(1)(i), Income-tax Act",मशीन 
next friend,a person who is admitted or appointed by a court as a special guardian to act for the benefit of a minor or any person not sui juris; the guardian of a plaintiff in a case,"Or. 32, r. 1, C.P.C.",वादमि त्र
next friend of the minor,,,अप्राप्तवय का वादमि त्र
next general election,,,आगामी साधारण निर्वाचन
next hearing,,"s. 246(4), Cr. P.C.",अगली सुनवाई
next hereinafter mentioned,,,इसमें इसके ठीक पश्चात्‌ वर्णित 
next in rank,,"s. 2(o), Cr. P.C.",पंक्ति में ठीक नीचे
next in seniority,,,ज्येष्ठता में उससे ठीक नीचे
next of kin,,"plaint No. 43, para 1, C.P.C.",८7 fa कटतम Ped
next preceding,,"s. 10(1), Land Acquisition Act",पूर्ववर्ती 3 पि won
next senior officer,,,उसके ठीक नीचे का ज्येष्ठ आफि सर
next subordinate officer,,"Or. 28, r. 1(2), C.P.C.",८०.८7 ठीक नि चला अधीनस्थ आफि सर 
next succeeding,,"s. 30(a), Representation of the People Act, 1951",नि कटतम उत्तरवर्ती 
next succeeding day,,"s. 39(1)(a), Representation of the People Act, 1951",नि कटतम उत्तरवर्ती दि न
next succeeding meeting,,"s. 193(1)(a), Companies Act",ठीक उत्तरवर्ती अधि वेशन
next superior officer,,"s. 26(2), Air Force Act",अगला वरि ष्ठ आफि सर
nickel ores,,,नि et अयस्क
Nidhi and Mutual Benefit Society,,"s. 620A(1), heading, Companies Act",नि धि और पारस्परि क फायदा सोसाइटी
niece,1. brother’s daughter,,भतीजी 
night duty section,,,रात्रि ड्यूटी अनुभाग
night soil,,"sch., item 2, Fort William Act",वि
nihil quod est inconveniens est licitum,nothing which is inconvenient is lawful,,जो असुवि धाजनक है वह वि धि पूर्ण नहीं है
"nil rate of duty, at the",,,शून् य दर पर शुल् क
N.O.C. (not otherwise classified),,"rule No. 3(1), Red Tariff No. 19",अन् य
no account shall be taken,,"art. 108(2), Const.","दा, /08(2), Const.] हि साब में नहीं लि या जाएगा"
no appeal shall lie,,"s. 372, Cr. P.C.",कोई अपील न होगी 
no Bill for the purpose shall be introduced,,"art. 3, prov., Const.",इस प्रयोजन के लि ए कोई वि धेयक पुर
no charge shall fall,,"sch., item 1(4)(i), University of Hyderabad Act",कोई प्रभार नहीं देना होगा
no claim certificate,,,कोई दावा न करने का प्रमाणपत्र
no confidence motion,,,अवि श्वास प्रस्ताव
no demand certificate,,,बेबाकी प्रमाणपत्र
no disallowance shall be made,,"s. 40A(3), prov., Income-tax Act",कोई अननुज्ञापन नहीं कि या जाएगा
no execution shall be issued,,"Or. 30, r. 9, C.P.C.",कोई भी नि ष्पादन जारी नहीं कि या जाएगा
no longer,,"art. 172(1), Const.",इससे अधि क नहीं
no longer in existence,,"s. 41(5), Income-tax Act",अस्ति त्व में न रहना
no objection certificate,a certificate indicating that there is no objection,,आक्षेप न होने का प्रमाणपत्र 
no settlement is arrived at,,,कोई परि निर्धारण नहीं होता है
no title to the goods,,"s. 166, Indian Contract Act",माल पर कोई हक नहीं
no work no pay,,,काम नहीं तो वेतन नहीं
no work strike,,,कामबंदी हड़ताल
noble ideal,,"art. 51A(b), Const.",उच् च आदशर्
nodal agency,,"s. 70A(1), Information Technology Act",नोडल अभिकरण
noil,short fibre removed during the combing of a textile fibre and spun into yarn for cloth,"s. 3(f), Central Silk Board Act",गठठी
noisome vegetation,,"s. 141(1)(iii), Cantonments Act",हानिकर वनस्पति
Nomadic Tribes Welfare Officer,,,यायावरी जाति कल्याण अधि कारी
nomenclature,,,नाम पद्धति
nominal,1. existing in name only as distinguished from real or actual,,नाममात्र 
nominal amount,,"s. 94(6)(c), Income-tax Act",अभि हि त रकम
nominal damages,,,नाममात्र नुकसानी
nominal horse power,,"s. 22A(1)(a), Inland Vessles Act",अकलि त अश्वशक्ति
nominal inspection,,,नाममात्र का नि रीक्षण
nominal member,,,नाममात्र का सदस् य
nominal or face value,,"s. 19(1), Indian Securities Act",अभि हि तयाअंकि तमूल्य
nominal purchase money,,"s. 76(2)(b), Companies Act",अभि हि तक्रयधन
nominal rent,,"s. 464, expln. I, ill. (d), I.P.C.",नाममात्र का भाटक
nominal share capital,,"s. 566(1), Companies Act",अभि हित अंश (शेयर) पूंजी
nominal value,,"s. 4(1)(b)(ii), Companies Act",अभि हित मूल्य
nominate,to propose formally for an election; to appoint by name,,नामनिर्देशित करना 
nominated authority,,"s. 2(j), Additional Emoluments (Compulsory Deposit) Act",नामनिर्दिष्ट प्राधिकारी
nomination,"1. the action, process or instance of nominating",,नामनिर्देशन 
nomination of candidates,,"s. 21(d), Manipur (Hill Areas) District Councils Act",अभ्यर्थियों का नामनिर्देशन
nomination paper,,"s. 33(4), prov., Representation of the People Act, 1951",नामनिर्देशन-पत्र
nominee,"a person named for any office, duty or position","s. 4(3)(b)(i), Companies Act",नामनिर्देशिती
non-academic staff,,"sch., item 34, Aligarh Muslim University Act",०0 अशैक्षणि क कर्मचारि वृंद
non-acceptance,failure or refusal to accept,"s. 7, Negotiable Instruments Act",अप्रति ग्रहण 
"non-acceptance, damages for",,"s. 56, Sale of Goods Act",मशीन 
non-advertised,,,अवि ज्ञापि
non-age,the condition of being under twenty one years and consequently not of age to manage one’s property and affairs,"preamble, Indian Majority Act",अप्राप् तवयता
non-agricultural purposes,,"6th sch., para.1, sub para(1)(a), Const.",कृषि से भिन्‍न प्रयोजन
non-apparent,,"s. 5, Indian Easements Act",अप्रकट
non-apparent easement,,"s. 5, Indian Easements Act",अप्रकट सुखाचार
non-appearance,failure to appear,"s. 256(1), Cr. P.C.",८7 हाजि र न होना 
"non-appearance, consequence of",,,मशीन 
non-appearance of such person,,"s. 31, Coroners Act",ऐसे व्यक्ति का हाजि र न होना
non-applicant,,,अनावेदक
non-attendance,failure or neglect to attend,,गैरहाजि री
non-availability of funds,,,नि धियों की अप्राप्यता
non-bailable,not admitting of bail as a matter of right,"s. 43(1), Cr. P.C.",अजमानतीय
non-bailable offence,,"s. 2(a), Cr. P.C.",अजमानतीय अपराध
non-bank treasury,,,गैर-बैंक खज़ाना
non-banking assets,,,गैर-बैंककारी आस्ति यां
non-banking co-operative society,,"s. 2(ff)(v), Deposit Insurance and Credit Guarantee Corporation Act",गैर-बैंककारी सहकारी सोसाइटी
non-banking institution,,"s. 45K(3), Reserve Bank of India Act",गैर बैंककारी संस्था
non-belligerent,a party or person not recognised as waging war,"IIIrd sch., art. 4, Geneva Conventions Act",अयुद्धमान
non-bis in idem,not twice for the same,"IIIrd sch., art. 86, Geneva Conventions Act","वें 520., art. 86, Geneva Conventions Act] दो बार af तनकि या जाना"
non-civil accounts officer,,,मशीन 
non-cognizable case,,"s. 2(1), Cr. P.C.",असंज्ञेय मामला
non-cognizable offence,,"s. 2(1), Cr. P.C.",अपराध
non-commercial,"not commercial, having no commercial importance",,वाणि
non-commercial autonomous body,,,वाणि stat स्वायत्त नि काय
non-commissioned officer,"an officer in the military, naval or air force, who does not hold a commission","s. 132(3)(d), Cr. P.C.",मोर्टर अनायुकत आफि सर
non-confidential,,,अगोपनीय
non-consent,,,असहमति
non-continuous appointment,,,वि च्छि oat fer युक्‍ति
non-continuous service,,,वि च्छि set सेवा
Non-Contributory Provident Fund,,,अनभि दायी भवि ष्य निधि
non-convicted person,,"s. 4, Identification of Prisoners Act",असि दूधदोष व्यक्ति 
non-copyright matter,,"s. 52(g), Copyright Act","७. 52(g), Copyright Act] प्रति लि प्यधि कार रहि त सामग्री"
non-corporate tax-payer,,,नि गमेतर करदाता
non-cummulative preference shares,,"s. 87(2)(b)(ii), Companies Act",असंचयी अधि मानी अंश (नानक्यूमुलेटि व प्रि wire शेयर्स
non-delivery,neglect or failure to deliver,"sch., item II, Limitation Act",अपरि दान
"non-delivery, damages for",,"s. 57, Sale of Goods Act",मशीन 
non-departmental telegraphist,,,अबि भागीय तार-संकेतक
non-designated,,"s. 1(4)(c), Apprentices Act",अनभि हि
non-disclosure,,"s. 635AA, Companies Act",प्रकट न कि या जाना
"non-distinctive character, of",,"s. 15(3)(c), Trade and Merchandise Marks Act",मशीन 
non-dramatic work,,"s. 2(i), Copyright Act",अनाट्य कृति 5 नाट्येतर कृति
nominated authority 279 non-interest bearing non-effective,not effective; not fit or amicable for military or normal duty,,मशीन 
non-effective services,,,अप्रभावी सेवाएं
non-employment,,"s. 2(g), Trade Unions Act",अनि योजन
non-essential oil,,,अवाष् पशील तेल
non-existence,,"s. 3, ill., prov., Indian Evidence Act",अनस्ति त्व
non-existent,,,वि दूयमान नहीं है 
non-explosive,not explosive,"s. 37(4), Factories Act",अवि स्फोटक
non-feasance,omission to do what ought to be done,,अकरण
non-ferrous metal,,,अलौह धातुएं
non-forest purpose,,"s. 2, expln., Forest (Conservation) Act",वनेतर प्रयोजन
non-fortuitous service,service which is not occuring by chance or without deliberate intention,,अनाकसमि क सेवा
non-fortuitous service in the grade,,,श्रेणी में अनाकस्मि क सेवा
non-functional (selection grade),,,अकृत्यि क (चयन श्रेणी
non-gazetted,,,अराजपत्रि त
non-government institution,an institution other than a governmental one,,गैर सरकारी संस्था
non-government railway,,,गैर सरकारी रेल
non-gratuitous act,an act which is not gratuitous,"s. 70, Indian Contract Act",अनानुग्रहि क कार्य
non-grievous injury,,"2nd sch., item 4(i)(b), Motor Vehicles Act","०0 क्षति, जो घोर नहीं है"
non-Hindi,,,"हिंदी-इतर, अहिंदी"
non- Hindi speaking,,"art. 344(3), Const.","४४. 344(3), Const.] अहिंदीभाषी"
non-Indian,,"s. 2(17)(iv), Income-tax Act",अभारतीय 
non-Indian origin,,,अभारतीय उद्भव
non-interest bearing,that which does not bear any interest,,ना ब्याज
non-international,,,गैर अंतरराष्ट्रीय
non-joinder,omission to join (as a party to a suit),,असंयोजन
non-joinder of parties,,"Or. 1, r. 9, C.P.C.",पक्षकारों का असंयोजन
non-judicial,other than judicial,"s. 128(2)(i), C.P.C.",केतर
non-judicial duties,,"s. 128(2)(i), C.P.C.",न्यायि केतर कर्तव्य
non-levy,,,अनुद्‌ग्रहण ४उद्‌ग्रहण न कि या जाना
non-liability,the absence of liability,"s. 131, Negotiable Instruments Act",अदायि ca
non-manufacturing unit,,"s. 2(h)(ii), Khadi and Village Industries Commission Act",गैर-निर्माण एकक
non-member convener,,,गैर सदस् य संयोजक
non ministerial,,,अलि पि कवर्गीय 5 अननुसचि वीय
non-negotiable document,,"sch., art. VI, Indian Carriage of Goods by Sea Act",अपरक्राम् य दस् तावेज
non-observance,failure to observe,"s. 65(d), T.P. Act",अननुपालन
non-observance of rules,,,नि यम अपालन
non-obstante clause,"a clause used in public and private instruments intended to preclude, in advance, any interpretation contrary to certain declared objects or purposes",,सर्वोपरि खंड
non-official,"having no official status; not relating to, proceeding from, or approved by officials",,अशासकीय 
non-official advisory body,,"s. 13(3)(b), Immoral Traffic (Prevention) Act",अशासकीय सलाहकार नि
non-official Bill,,,अशासकीय वि धैयक
non-official member,,,गैर सरकारी सदस्य
non-officinal,not used in medicine,,अनौषधीय
non-paying audience,,"s. 52(1), Copyright Act",ऐसा दर्शकमगण जो उसके लि ए कोई संदाय नहीं करता 
non-payment,failure or neglect to pay; the condition of not being paid,"Or. 37, r. 6, C.P.C.",असंदाय 
non-payment certificate,,,असंदाय प्रमाणपत्र
non-payment of rent,,"s. 128(2)(f)(ii), C.P.C.",भाटक का असंदाय
non-payment of the allowance,,"s. 128, Cr. P.C.",भत्ते का न दि या जाना 
non-pecuniary loss,,,धन से भि न्‍न हानि
non-pensionable,,,गैर पेंशनी
non-pensionable service,,,गैर पेंशनी सेवा
non-performance,neglect or failure to perform,"s. 65(d), T.P. Act",अपालन 
non-performance of promise,,"s. 56, ill. (c), Indian Contract Act",वचन का अपालन
non-performance or non-observance,,"s. 65(d), T.P. Act",अपालन या अननुपालन
non-petitioner,,,अयाची 
non-plan expenditure,,,योजनेतर व् यय 
non-practising allowance,allowance paid in lieu of the condition of not being allowed to practise,,मशीन 
non-production,not producing; not offering for inspection or consideration,"s. 159, Indian Evidence Act",पेश न करना
non-profit,,,लाभनि रपेक्ष 
non-profit policy,,"sch. 1, pt. B, para 4(b)(i), Life Insurance Corporation Act",अलाभ बीमा पालि सी
non-project work,,,योजनेतर कायर् 
non-public fund,,"s. 10(23AA), Income-tax Act",असार्वजनि क निधि
non-qualifying service,,,अनहर्क सेवा
non-receipt of notice,the fact of not getting the notice,"s. 172(3), Companies Act",सूचना की अप्रापति
non-international 280 non-statutory body non-reciprocating country,a country which does not reciprocate,"s. 49, Estate Duty Act",मशीन 
non-recovery,the fact of not getting or obtaining,"s. 424(2), Cr. P.C.",वसूलत्न न होना 
non-recovery of dues,,,शोध्यों की गैर वसूली
non-recurring expenditure,,"s. 15, Faridabad Development Corporation Act",अनावर्ती व्यय
non-recurring nature,,"sch. II, pt. II, item 24(2), Companies Act",८0 अनावर्ती प्रकृति
non-recurring payment,,,अनावर्ती संदाय
non-registration,the absence of registration,"s. 49, Registration Act",अरजिस्ट्रीकरण
non-residence,,"art. 326, Const.",अनिवास
non-resident,not residing at the place in question,"s. 2(30), Income-tax Act",अनिवासी
non-resident account,,,अनिवासी खाता
non-resident broker,,"s. 163(1)(d), prov., Income-tax Act",अनिवासी दलाल
non-resident company,,"s. 5(1), Companies (Profits) Surtax Act",अनिवासी कंपनी
non-resident defendant,"the defendant, who at the time of the commencement of the suit does not actually reside or carry on business within the local limits of the jurisdiction of the court","s. 20, ill. (b), C.P.C.",अनिवासी प्रतिवादी
non-resident (external) account,,"s. 10(4A), Income-tax Act",अनिवासी (विदेशी) खाता
non-resident interest,,"s. 26(7)(i), Foreign Exchange Regulation Act",अनिवासी हित
non-resident person,,"s. 91(3), Income-tax Act",अनिवासी व्यक्ति
non-resident principal,,"s. 163(1)(d), prov., Income-tax Act",अनिवासी प्रधान
non-resident scheduled bank,,"s. 7(2), Interest-tax Act",अनिवासी अनुसूचित बैंक
non-resident student centre,,"sch., 25(1)(ii), Aligarh Muslim University Act",अनिवासी छात्र केंद्र
non-resident university,,,अनिवासी विश्वविद्यालय
non-retroactivity of treaties,,,संधियों का भूतलक्षी प्रभाव न होना
non-return of the cheque,,,चैक का वापस न किया जाना
non-rotational directors,,"s. 268, Companies Act",अनावर्ती निदेशक
non-saleable,,,अविक्रेय
non-satisfaction,the absence of satisfaction,"app. E, form No. 3, C.P.C.",न होना
"not-selection basis, on",,,मशीन 
non-selection post,,,अचयन पद
non-service,omission to serve (upon a person),,तामील न होना
non-service of notice,,"2nd sch., item 61, Income-tax Act",सूचना की तामील न होना
non-standard,,,अमानक 
non-standard weight or measure,,"s. 21, margin, Standards of Weights and Measures Act",अमानक बाट या माप
non-State actor,,"s. 9, margin, Weapons of Mass Destruction and their Delivery Systems (Prohibition of Unawful Activities) Act",८४ गैर-राज्यीय कार्मिक
non-statutory body,a body not established by a statute,"s. 3(i), Parliament (Prevention of Disqualification) Act",अकानूनी nofemmehing $ ऋल्‍-िटैं
non-teaching,,,अध् यापनेतर
non-technical post,,,अतकनीकी पद
non-testamentary,otherwise than by a will; other than by a will,,अवसीयती 
non-testamentary disposition,,"s. 2(24), Indian Stamp Act",अवसीयती व् ययन
non-testamentary instrument,,"s. 17(d), Registration Act",लिखत 
non-testamentary instrument in writing,,"s. 5, Indian Trusts Act",निर्वसीयती लिखत
non-transferable,,,अनंतरणीय
non-tribals,,,जनजातियों से eat व्यक्ति
non-unitary State,,"1st sch., art. XI, Arbitration and Conciliation Act",अनेकात् मक राज् य
non-use,,"s. 46(1), Trade and Merchandise Marks Act",अनुपयोग
non-user,,"s. 38, expln. II, Indian Easements Act",अनुपयोग
non-voted,,,अदत्तमत
non-working days,,"s. 163(4), Companies Act",वे दिन जिन दिनों काम बंद रहा है
none of the above (NOTA),,,उपरोक्त aa कोई नहीं
nooks,very small pieces of kernels,,टुकड़ी
norm,"an ideal standard binding upon the members of a group and serving to guide, control or regulate proper and acceptable behaviour",,सन्‍नियम
norm grund,,,मूल सन्‍नियम
normal,,,सामान् य 
normal carrying capacity,,"s. 53(2), Indian Railways Act",प्रसामान्य वहन क्षमता
normal expenditure,,"s. 9(b), Estate Duty Act",प्रसामान् य व् यय
normal market fluctuations,,"s. 27(4)(b)(i), Industrial Finance Corporation Act",बाजार के सामान् य उतार-चढ़ाव
normal out-turn,,,सामान् य उत् पादन मात्रा 
normal postings,,,प्रसामान् य तैनाती
normal practice observed,,"s. 3(3)(a), General Insurance (Emergency Provisions) Act",अनुपालन की जाने वाली प्रसामान्य पद्धति
normal services,,"s. 46(c), Motor Vehicles Act",सामान् य सेवाएं
normal term of office,,"s. 11(3), prov., Unit Trust of India Act",प्रसामान्‍्य पदावधि
normal wear and tear,,"s. 24(iii), Defence and Internal Security of India Act",सामान्य काल जीर्णत्व 
normal working hours,,"s. 2(kkk), expln., Industrial Disputes Act",प्रसामान् य काम-घंटे 
non-teaching 281 normally,,,सामान् यत:
norms,1. model; type; pattern; a standard of conduct or ethical value,,प्रमाप 
north eastern railway out-patient block,,,पूर्वोत्तर ta बाहय रोगी ब्लाक
Northern Forest Rangers College,,,नार्दर्न फारेस्ट रेंजर्स कालेज 
not affecting the merits of the case,,"s. 99, C.P.C.",मामले के गुणागुण पर प्रभाव न पड़ते हुए/प्रभाव IS बिना/प्रभाव डाले बिना
not appearing in public,,"s. 164(2), Representation of the People Act, 1951",जो लोक समक्ष नहीं आती
"not be entitled to vote at all, shall",,"art. 92(2), Const.",मशीन 
not bearing interest,,"s. 11, Indian Trusts Act",ब्याज रहित
not being prejudicial to assessee,,"s. 119(2)(a), Income-tax Act",निर्धारिती पर प्रतिकूल प्रभाव न डालने वाला
not below the rank of sub-inspector,,"s. 32(1), Prevention of Cruelty to Animals Act, 1960",उप-निरीक्षक की पंक्ति से नीचे का नहो
not commonly used,,"s. 19, Registration Act",सामान्यतः
not competent to contract,,"s. 33(2)(b), Specific Relief Act",संविदा करने में सक्षम नहीं
not designed for the purpose of avoiding,,"s. 93(3)(b), Income- tax Act",प्रयोजनों के लिए परिकलपित नहीं
not exceeding,not more than,"s. 154, I.P.C.",८7 अनधिक
) not exceeding in any case the amount shown,,"art. 114(1)(b), Const.",मशीन 
not expressly required by law,,"s. 9, T.P. Act",विधि द्वारा अभिव्यक्तत
not forming part of,,"s. 10(3), Arms Act",का भाग न होने वाला
not inconsistent,,"s. 8, prov. 1, C.P.C.",जो अंसगत न हो 
not later than,,,अपश् चात ्
not later than the next day but one following,,"s. 36(5), prov., Representation of the People Act, 1951",एक दिन छोड़कर अगले दिन तक न कि उसके पश्चात्‌ 
not less favourable,,"s. 2(4), Departmentalisation of Union Accounts (Transfer of Personnel) Act",कम अनुकूल न हो
not more than,,"art. 80(1)(b), Const.","६०४. 80072), Const] से अनधिक"
not more than one,,"s. 158(5)(a), Representation of the People Act, 1951",एक ही 
not negotiable,,,अपरक्राम् य 
not only,,"art. 18(2)(b), Const.",न केवल
not ordinarily resident in India,,,मामूली तौर पर भारत का निवासी नहीं है
not previously repealed,,"art. 13(3)(b), Const.",जो पहले ही निरसित नहीं कर दी गई है
not proved,,"s. 3, Indian Evidence Act",साबित नहीं हुआ
not qualified,,"s. 256(4)(iii), Companies Act",आई नहीं है
not revocable during the life time,,"s. 62(1)(i), Income-tax Act",जीवन काल के दौरान प्रतिसंहरणीय नहीं
not severable from the rest,,"s. 27(2)(d), Specific Relief Act",जो शेष भाग से पृथक्‌ नहीं किया जा सकता
"not underseal, instrument",,"s. 324, ill., Indian Succession Act",मशीन 
not warranted by the information,,"s. 18(1), Indian Contract Act",जानकारी से समर्थित न हो
not wrought up,,"sch., 2, Indian Railways Act",बिना बने हुए
notarial act,,"s. 11(d), Indian Stamp Act",कार्य 
notarially certified copy,,"sch. 1, table A, interpretation 61, Companies Act",८0 नोटरी द्वारा प्रमाणित प्रति
notary,"a person publicly authorised to draw up or attest contracts or similar documents, to protest bills of exchange etc. and discharge other duties of a formal character","s. 2(d), Notaries Act",नोटरी
notary public,"a person publicly authorised to draw up or attest contracts etc., to protest bills of exchange, etc. and discharge other formal duties; a public officer whose function it is to certify signatures and documents on oath","s. 57(6), Indian Evidence Act",नोटरी पब्लिक
note,1. a brief statement of particulars of some fact,"Or. 11, r. 1, C.P.C.",नोट करना
